Codigo Pais;deaths month;deaths cumulative month;Cases month;cases cumulative month;month;year;year-month
GBR;4687;141890;1415848;9293559;10;2021;2021-10
GEO;1245;10089;114233;721388;10;2021;2021-10
GGY;1;20;591;2170;10;2021;2021-10
GIB;1;98;478;5992;10;2021;2021-10
GRC;1286;16013;96989;746227;10;2021;2021-10
HRV;625;9220;70457;470341;10;2021;2021-10
HUN;853;29829;53369;874710;10;2021;2021-10
IMN;6;57;2283;9738;10;2021;2021-10
IRL;226;5264;62744;448355;10;2021;2021-10
ISL;1;34;2019;13731;10;2021;2021-10
ITA;1260;133238;114889;4791640;10;2021;2021-10
JEY;2;80;1165;11153;10;2021;2021-10
LIE;1;61;133;3579;10;2021;2021-10
LTU;983;6075;80323;394394;10;2021;2021-10
LUX;8;915;4491;84077;10;2021;2021-10
LVA;740;3619;64353;219137;10;2021;2021-10
MCO;1;36;113;3416;10;2021;2021-10
MDA;1095;7790;48743;337768;10;2021;2021-10
MKD;538;7132;12665;202552;10;2021;2021-10
MLT;4;461;565;37652;10;2021;2021-10
MNE;208;2103;14666;144314;10;2021;2021-10
NLD;318;18495;135490;2131654;10;2021;2021-10
NOR;50;900;20738;208134;10;2021;2021-10
POL;1441;77344;126503;3001924;10;2021;2021-10
PRT;208;18148;25601;1096366;10;2021;2021-10
ROU;12802;49561;455789;1659990;10;2021;2021-10
RUS;34638;238538;1092877;8513790;10;2021;2021-10
SMR;1;92;119;5547;10;2021;2021-10
SRB;1904;9955;231683;1142749;10;2021;2021-10
SVK;659;14119;88463;839241;10;2021;2021-10
SVN;265;5169;47174;337242;10;2021;2021-10
SWE;173;15034;23541;1173527;10;2021;2021-10
TUR;7472;70410;995401;8009040;10;2021;2021-10
UKR;12307;68027;540834;2936238;10;2021;2021-10
VAT;0;0;0;26;10;2021;2021-10
XKX;38;2977;874;160767;10;2021;2021-10
ALB;165;3089;14255;199555;11;2021;2021-11
AND;1;131;1599;17115;11;2021;2021-11
ARM;1156;7535;28723;338120;11;2021;2021-11
AUT;1110;12225;315287;1146185;11;2021;2021-11
AZE;733;7807;54413;585783;11;2021;2021-11
BEL;906;26697;370322;1746101;11;2021;2021-11
BGR;4125;28043;87593;688628;11;2021;2021-11
BIH;948;12555;19871;274219;11;2021;2021-11
BLR;421;5067;51265;653323;11;2021;2021-11
CHE;309;11126;132817;1006227;11;2021;2021-11
CYP;11;717;8531;132206;11;2021;2021-11
CZE;2219;33083;366698;2133781;11;2021;2021-11
DEU;7267;104268;1204053;5822146;11;2021;2021-11
DNK;158;2481;91716;432874;11;2021;2021-11
ESP;584;89606;141340;5175391;11;2021;2021-11
EST;180;1711;16157;211559;11;2021;2021-11
FIN;227;1918;26531;184061;11;2021;2021-11
FRA;1309;132022;437919;7602420;11;2021;2021-11
FRO;10;13;1341;3553;11;2021;2021-11
GBR;3971;145861;1117300;10410859;11;2021;2021-11
GEO;1885;11974;119205;840593;11;2021;2021-11
GGY;3;23;1762;3932;11;2021;2021-11
GIB;0;98;1187;7179;11;2021;2021-11
GRC;2033;18046;181742;927969;11;2021;2021-11
HRV;1539;10759;132968;603309;11;2021;2021-11
HUN;3769;33598;222089;1096799;11;2021;2021-11
IMN;9;66;1156;10894;11;2021;2021-11
IRL;191;5455;116192;564547;11;2021;2021-11
ISL;1;35;4035;17766;11;2021;2021-11
ITA;1647;134885;249306;5040946;11;2021;2021-11
JEY;1;81;2799;13952;11;2021;2021-11
LIE;0;61;987;4566;11;2021;2021-11
LTU;1400;7475;116827;511221;11;2021;2021-11
LUX;25;940;7384;91461;11;2021;2021-11
LVA;849;4468;33274;252411;11;2021;2021-11
MCO;0;36;322;3738;11;2021;2021-11
MDA;1279;9069;24665;362433;11;2021;2021-11
MKD;415;7547;12457;215009;11;2021;2021-11
MLT;7;468;1581;39233;11;2021;2021-11
MNE;182;2285;12559;156873;11;2021;2021-11
NLD;1108;19603;466758;2598412;11;2021;2021-11
NOR;150;1050;54845;262979;11;2021;2021-11
POL;6066;83410;490815;3492739;11;2021;2021-11
PRT;276;18424;52076;1148442;11;2021;2021-11
ROU;7447;57008;118775;1778765;11;2021;2021-11
RUS;35426;273964;1090443;9604233;11;2021;2021-11
SMR;1;93;432;5979;11;2021;2021-11
SRB;1633;11588;107644;1250393;11;2021;2021-11
SVK;1680;15799;221098;1060339;11;2021;2021-11
SVN;523;5692;81312;418554;11;2021;2021-11
SWE;109;15143;29887;1203414;11;2021;2021-11
TUR;5823;76233;715360;8724400;11;2021;2021-11
UKR;17387;85414;491589;3427827;11;2021;2021-11
VAT;0;0;0;26;11;2021;2021-11
XKX;6;2983;316;161083;11;2021;2021-11
ALB;77;3166;6222;205777;12;2021;2021-12
AND;6;137;3947;21062;12;2021;2021-12
ARM;368;7903;5588;343708;12;2021;2021-12
AUT;1101;13326;136816;1283001;12;2021;2021-12
AZE;392;8199;24535;610318;12;2021;2021-12
BEL;1283;27980;386309;2132410;12;2021;2021-12
BGR;2940;30983;59556;748184;12;2021;2021-12
BIH;633;13188;10914;285133;12;2021;2021-12
BLR;332;5399;32139;685462;12;2021;2021-12
CHE;401;11527;163741;1169968;12;2021;2021-12
CYP;56;773;39152;171358;12;2021;2021-12
CZE;3311;36394;350599;2484380;12;2021;2021-12
DEU;11626;115894;1402502;7224648;12;2021;2021-12
DNK;204;2685;347356;780230;12;2021;2021-12
ESP;2334;91940;1716264;6891655;12;2021;2021-12
EST;140;1851;21390;232949;12;2021;2021-12
FIN;369;2287;98493;282554;12;2021;2021-12
FRA;5258;137280;2675586;10278006;12;2021;2021-12
FRO;0;13;1182;4735;12;2021;2021-12
GBR;2434;148295;1406294;11817153;12;2021;2021-12
GEO;1142;13116;69863;910456;12;2021;2021-12
GGY;0;23;1885;5817;12;2021;2021-12
GIB;2;100;643;7822;12;2021;2021-12
GRC;2962;21008;355486;1283455;12;2021;2021-12
HRV;1850;12609;117635;720944;12;2021;2021-12
HUN;5038;38636;165560;1262359;12;2021;2021-12
IMN;1;67;2203;13097;12;2021;2021-12
IRL;154;5609;207944;772491;12;2021;2021-12
ISL;3;38;13293;31059;12;2021;2021-12
ITA;4433;139318;1525034;6565980;12;2021;2021-12
JEY;6;87;2535;16487;12;2021;2021-12
LIE;7;68;1672;6238;12;2021;2021-12
LTU;634;8109;55333;566554;12;2021;2021-12
LUX;42;982;17794;109255;12;2021;2021-12
LVA;419;4887;24608;277019;12;2021;2021-12
MCO;1;37;685;4423;12;2021;2021-12
MDA;424;9493;9767;372200;12;2021;2021-12
MKD;268;7815;6276;221285;12;2021;2021-12
MLT;11;479;15011;54244;12;2021;2021-12
MNE;90;2375;4122;160995;12;2021;2021-12
NLD;1489;21092;566175;3164587;12;2021;2021-12
NOR;255;1305;141366;404345;12;2021;2021-12
POL;14564;97974;612874;4105613;12;2021;2021-12
PRT;575;18999;289381;1437823;12;2021;2021-12
ROU;1963;58971;35073;1813838;12;2021;2021-12
RUS;24258;298222;610557;10214790;12;2021;2021-12
SMR;3;96;1181;7160;12;2021;2021-12
SRB;813;12401;32068;1282461;12;2021;2021-12
SVK;1817;17616;177312;1237651;12;2021;2021-12
SVN;458;6150;49082;467636;12;2021;2021-12
SWE;230;15373;144183;1347597;12;2021;2021-12
TUR;4011;80244;429809;9154209;12;2021;2021-12
UKR;7848;93262;182860;3610687;12;2021;2021-12
VAT;0;0;0;26;12;2021;2021-12
XKX;6;2989;182;161265;12;2021;2021-12
ALB;3;3346;38849;258543;1;2022;2022-1
AND;3;145;7975;35958;1;2022;2022-1
ARM;3;8053;21814;367795;1;2022;2022-1
AUT;4;13631;576584;1859585;1;2022;2022-1
AZE;3;8720;34721;656284;1;2022;2022-1
BEL;4;28655;1025167;3157577;1;2022;2022-1
BGR;4;33121;191028;939212;1;2022;2022-1
BIH;3;14447;46993;347467;1;2022;2022-1
BLR;3;6052;34022;742953;1;2022;2022-1
CHE;3;12285;664616;2211456;1;2022;2022-1
CYP;4;860;82713;254071;1;2022;2022-1
CZE;4;37292;528389;3012769;1;2022;2022-1
DEU;4;119871;2733491;9958139;1;2022;2022-1
DNK;4;3038;851346;1631576;1;2022;2022-1
ESP;4;97282;3313812;10205467;1;2022;2022-1
EST;4;1944;89520;322469;1;2022;2022-1
FIN;4;2751;222256;504810;1;2022;2022-1
FRA;4;144271;8671632;18949638;1;2022;2022-1
FRO;3;18;11169;19099;1;2022;2022-1
GEO;3;14980;213096;1175923;1;2022;2022-1
GGY;3;30;1443;11067;1;2022;2022-1
GIB;3;100;2957;12848;1;2022;2022-1
GRC;4;23526;646943;1930398;1;2022;2022-1
HRV;4;13777;214771;935715;1;2022;2022-1
HUN;4;40412;291122;1553481;1;2022;2022-1
IMN;3;71;2561;21262;1;2022;2022-1
IRL;4;5735;399605;1172096;1;2022;2022-1
ISL;4;46;36425;67484;1;2022;2022-1
ITA;4;148511;4522546;11088526;1;2022;2022-1
JEY;3;101;6582;30791;1;2022;2022-1
LIE;4;73;2692;8930;1;2022;2022-1
LTU;4;8413;177481;744035;1;2022;2022-1
LUX;4;1020;60342;169597;1;2022;2022-1
LVA;4;5225;111968;388987;1;2022;2022-1
MCO;3;47;2902;8359;1;2022;2022-1
MDA;3;10642;60408;440698;1;2022;2022-1
MKD;3;8383;34727;268191;1;2022;2022-1
MLT;4;547;13298;67542;1;2022;2022-1
MNE;3;2564;29496;219775;1;2022;2022-1
NLD;4;21347;1145564;4310151;1;2022;2022-1
NOR;4;1439;374183;778528;1;2022;2022-1
POL;4;105552;752280;4857893;1;2022;2022-1
PRT;4;19908;1277951;2715774;1;2022;2022-1
ROU;4;60318;412467;2226305;1;2022;2022-1
RUS;3;331349;1194398;11861077;1;2022;2022-1
SMR;3;109;3365;12883;1;2022;2022-1
SRB;3;13570;311851;1662446;1;2022;2022-1
SVK;4;18063;178279;1415930;1;2022;2022-1
SVN;4;6459;243405;711041;1;2022;2022-1
SWE;4;16218;811325;2158922;1;2022;2022-1
TUR;3;87045;1460024;11437585;1;2022;2022-1
UKR;3;100203;360053;4064495;1;2022;2022-1
VAT;3;0;0;26;1;2022;2022-1
XKX;3;3015;43025;205938;1;2022;2022-1
ALB;4;3464;12984;271527;2;2022;2022-2
AND;4;151;2041;37999;2;2022;2022-2
ARM;4;8461;52037;419832;2;2022;2022-2
AUT;4;14328;829474;2689059;2;2022;2022-2
AZE;4;9400;129017;785301;2;2022;2022-2
BEL;4;29706;395643;3553220;2;2022;2022-2
BGR;4;35458;148584;1087796;2;2022;2022-2
BIH;4;15459;23735;371202;2;2022;2022-2
BLR;4;6480;176783;919736;2;2022;2022-2
CHE;4;12651;578415;2789871;2;2022;2022-2
CYP;4;964;66353;320424;2;2022;2022-2
CZE;4;38707;562638;3575407;2;2022;2022-2
DEU;4;125357;4889422;14847561;2;2022;2022-2
DNK;4;3884;842709;2474285;2;2022;2022-2
ESP;4;101845;901540;11107007;2;2022;2022-2
EST;4;2139;156929;479398;2;2022;2022-2
FIN;4;3366;179048;683858;2;2022;2022-2
FRA;4;151883;3788320;22737958;2;2022;2022-2
FRO;4;28;15138;34237;2;2022;2022-2
GEO;4;16163;429549;1605472;2;2022;2022-2
GGY;4;31;2436;13503;2;2022;2022-2
GIB;4;101;2580;15428;2;2022;2022-2
GRC;4;25869;478392;2408790;2;2022;2022-2
HRV;4;15030;118874;1054589;2;2022;2022-2
HUN;4;42957;234144;1787625;2;2022;2022-2
IMN;4;80;1484;22746;2;2022;2022-2
IRL;4;5825;128610;1300706;2;2022;2022-2
ISL;4;62;54955;122439;2;2022;2022-2
ITA;4;156489;1771111;12859637;2;2022;2022-2
JEY;4;112;6708;37499;2;2022;2022-2
LIE;4;77;2959;11889;2;2022;2022-2
LTU;4;8900;468497;1212532;2;2022;2022-2
LUX;4;1094;28554;198151;2;2022;2022-2
LVA;4;5684;260515;649502;2;2022;2022-2
MCO;4;51;1052;9411;2;2022;2022-2
MDA;4;11216;61102;501800;2;2022;2022-2
MKD;4;9001;28890;297081;2;2022;2022-2
MLT;4;604;3687;71229;2;2022;2022-2
MNE;4;2676;10345;230120;2;2022;2022-2
NLD;4;21636;2022228;6332379;2;2022;2022-2
NOR;4;1598;469100;1247628;2;2022;2022-2
POL;4;111690;815387;5673280;2;2022;2022-2
PRT;4;21063;667581;3383355;2;2022;2022-2
ROU;4;63807;508658;2734963;2;2022;2022-2
RUS;4;351660;4536959;16398036;2;2022;2022-2
SMR;4;112;1486;14369;2;2022;2022-2
SRB;4;15199;245826;1908272;2;2022;2022-2
SVK;4;18741;490015;1905945;2;2022;2022-2
SVN;4;7135;181927;892968;2;2022;2022-2
SWE;4;17583;287875;2446797;2;2022;2022-2
TUR;4;94026;2536913;13974498;2;2022;2022-2
UKR;4;105881;767500;4831995;2;2022;2022-2
VAT;4;0;0;26;2;2022;2022-2
XKX;4;3114;20310;226248;2;2022;2022-2
ALB;4;3491;1905;273432;3;2022;2022-3
AND;4;153;1714;39713;3;2022;2022-3
ARM;4;8610;2636;422468;3;2022;2022-3
AUT;4;15354;1081125;3770184;3;2022;2022-3
AZE;4;9681;6449;791750;3;2022;2022-3
BEL;4;30251;252353;3805573;3;2022;2022-3
BGR;4;36429;45306;1133102;3;2022;2022-3
BIH;4;15706;3852;375054;3;2022;2022-3
BLR;4;6785;39540;959276;3;2022;2022-3
CHE;4;13000;664001;3453872;3;2022;2022-3
CYP;4;1036;90349;410773;3;2022;2022-3
CZE;4;39570;211952;3787359;3;2022;2022-3
DEU;4;131735;5701832;20549393;3;2022;2022-3
DNK;4;4601;261872;2736157;3;2022;2022-3
ESP;4;103452;455724;11562731;3;2022;2022-3
EST;4;2329;57847;537245;3;2022;2022-3
FIN;4;4248;199774;883632;3;2022;2022-3
FRA;4;155522;2283544;25021502;3;2022;2022-3
FRO;4;28;421;34658;3;2022;2022-3
GEO;4;16720;41073;1646545;3;2022;2022-3
GGY;4;31;7282;20785;3;2022;2022-3
GIB;4;101;1282;16710;3;2022;2022-3
GRC;4;27393;529484;2938274;3;2022;2022-3
HRV;4;15520;39463;1094052;3;2022;2022-3
HUN;4;44235;57036;1844661;3;2022;2022-3
IMN;4;82;5021;27767;3;2022;2022-3
IRL;4;5958;142964;1443670;3;2022;2022-3
ISL;4;90;57190;179629;3;2022;2022-3
ITA;4;160534;1649746;14509383;3;2022;2022-3
JEY;4;119;7647;45146;3;2022;2022-3
LIE;4;81;4105;15994;3;2022;2022-3
LTU;4;9113;133921;1346453;3;2022;2022-3
LUX;4;1162;31883;230034;3;2022;2022-3
LVA;4;6123;141116;790618;3;2022;2022-3
MCO;4;54;1119;10530;3;2022;2022-3
MDA;4;11417;10802;512602;3;2022;2022-3
MKD;4;9208;8033;305114;3;2022;2022-3
MLT;4;631;5867;77096;3;2022;2022-3
MNE;4;2699;2712;232832;3;2022;2022-3
NLD;4;22009;1421003;7753382;3;2022;2022-3
NOR;4;2339;151694;1399322;3;2022;2022-3
POL;4;115202;278543;5951823;3;2022;2022-3
PRT;4;21640;328142;3711497;3;2022;2022-3
ROU;4;65056;107854;2842817;3;2022;2022-3
RUS;4;367686;1385807;17783843;3;2022;2022-3
SMR;4;113;812;15181;3;2022;2022-3
SRB;4;15768;62555;1970827;3;2022;2022-3
SVK;4;19280;272644;2178589;3;2022;2022-3
SVN;4;7428;65530;958498;3;2022;2022-3
SWE;4;18411;38200;2484997;3;2022;2022-3
TUR;4;97800;826179;14800677;3;2022;2022-3
UKR;4;107861;127087;4959082;3;2022;2022-3
VAT;4;0;2;28;3;2022;2022-3
XKX;4;3132;1129;227377;3;2022;2022-3
ALB;4;3496;1396;274828;4;2022;2022-4
AND;4;153;1300;41013;4;2022;2022-4
ARM;4;8622;357;422825;4;2022;2022-4
AUT;4;16052;360765;4130949;4;2022;2022-4
AZE;4;9707;746;792496;4;2022;2022-4
BEL;4;30870;227193;4032766;4;2022;2022-4
BGR;4;36849;19790;1152892;4;2022;2022-4
BIH;4;15762;1787;376841;4;2022;2022-4
BLR;4;6928;18686;977962;4;2022;2022-4
CHE;4;13170;148617;3602489;4;2022;2022-4
CYP;4;1128;58690;469463;4;2022;2022-4
CZE;4;40060;105463;3892822;4;2022;2022-4
DEU;4;136950;3781759;24331152;4;2022;2022-4
DNK;4;5100;60064;2796221;4;2022;2022-4
ESP;4;104741;309928;11872659;4;2022;2022-4
EST;4;2415;18113;555358;4;2022;2022-4
FIN;4;5279;137337;1020969;4;2022;2022-4
FRA;4;159032;3318505;28340007;4;2022;2022-4
FRO;4;28;0;34658;4;2022;2022-4
GEO;4;16800;7768;1654313;4;2022;2022-4
GGY;4;43;3416;24201;4;2022;2022-4
GIB;4;102;996;17706;4;2022;2022-4
GRC;4;29000;348925;3287199;4;2022;2022-4
HRV;4;15782;23676;1117728;4;2022;2022-4
HUN;4;44965;49698;1894359;4;2022;2022-4
IMN;4;98;3899;31666;4;2022;2022-4
IRL;4;6171;70063;1513733;4;2022;2022-4
ISL;4;113;6387;186016;4;2022;2022-4
ITA;4;164538;1791962;16301345;4;2022;2022-4
JEY;4;124;4429;49575;4;2022;2022-4
LIE;4;81;989;16983;4;2022;2022-4
LTU;4;9174;45950;1392403;4;2022;2022-4
LUX;4;1233;27376;257410;4;2022;2022-4
LVA;4;6359;26695;817313;4;2022;2022-4
MCO;4;57;1102;11632;4;2022;2022-4
MDA;4;11487;4262;516864;4;2022;2022-4
MKD;4;9276;4094;309208;4;2022;2022-4
MLT;4;688;13496;90592;4;2022;2022-4
MNE;4;2713;1928;234760;4;2022;2022-4
NLD;4;22241;285542;8038924;4;2022;2022-4
NOR;4;2871;48947;1448269;4;2022;2022-4
POL;4;116322;47803;5999626;4;2022;2022-4
PRT;4;22212;266375;3977872;4;2022;2022-4
ROU;4;65477;45513;2888330;4;2022;2022-4
RUS;4;374902;353294;18137137;4;2022;2022-4
SMR;4;114;1005;16186;4;2022;2022-4
SRB;4;15956;30827;2001654;4;2022;2022-4
SVK;4;19426;94771;2273360;4;2022;2022-4
SVN;4;7651;46456;1004954;4;2022;2022-4
SWE;4;18792;14643;2499640;4;2022;2022-4
TUR;4;98676;215593;15016270;4;2022;2022-4
UKR;4;108326;39211;4998293;4;2022;2022-4
VAT;4;0;0;28;4;2022;2022-4
XKX;4;3138;564;227941;4;2022;2022-4
ALB;5;3497;1273;276101;5;2022;2022-5
AND;5;153;1881;42894;5;2022;2022-5
ARM;5;8625;138;422963;5;2022;2022-5
AUT;5;16212;142749;4273698;5;2022;2022-5
AZE;5;9713;262;792758;5;2022;2022-5
BEL;5;31221;113394;4146160;5;2022;2022-5
BGR;5;37133;11767;1164659;5;2022;2022-5
BIH;5;15787;1047;377888;5;2022;2022-5
BLR;5;6978;4905;982867;5;2022;2022-5
CHE;5;13259;55057;3657546;5;2022;2022-5
CYP;5;1173;11742;481205;5;2022;2022-5
CZE;5;40226;23425;3916247;5;2022;2022-5
DEU;5;139323;1954424;26285576;5;2022;2022-5
DNK;5;5303;22698;2818919;5;2022;2022-5
ESP;5;106752;530358;12403017;5;2022;2022-5
EST;5;2448;6475;561833;5;2022;2022-5
FIN;5;6062;72680;1093649;5;2022;2022-5
FRA;5;162148;1207570;29547577;5;2022;2022-5
FRO;5;28;0;34658;5;2022;2022-5
GEO;5;16825;2841;1657154;5;2022;2022-5
GGY;5;47;1378;25579;5;2022;2022-5
GIB;5;102;713;18419;5;2022;2022-5
GRC;5;29840;160736;3447935;5;2022;2022-5
HRV;5;15983;18682;1136410;5;2022;2022-5
HUN;5;45344;25562;1919921;5;2022;2022-5
IMN;5;106;1300;32966;5;2022;2022-5
IRL;5;6265;24154;1537887;5;2022;2022-5
ISL;5;114;3452;189468;5;2022;2022-5
ITA;5;168052;1232341;17533686;5;2022;2022-5
JEY;5;129;1036;50611;5;2022;2022-5
LIE;5;81;358;17341;5;2022;2022-5
LTU;5;9190;7964;1400367;5;2022;2022-5
LUX;5;1276;14963;272373;5;2022;2022-5
LVA;5;6440;8621;825934;5;2022;2022-5
MCO;5;57;554;12186;5;2022;2022-5
MDA;5;11521;1929;518793;5;2022;2022-5
MKD;5;9303;2643;311851;5;2022;2022-5
MLT;5;721;3984;94576;5;2022;2022-5
MNE;5;2720;2339;237099;5;2022;2022-5
NLD;5;22324;44685;8083609;5;2022;2022-5
NOR;5;3141;17785;1466054;5;2022;2022-5
POL;5;116686;15783;6015409;5;2022;2022-5
PRT;5;23115;701951;4679823;5;2022;2022-5
ROU;5;65678;19714;2908044;5;2022;2022-5
RUS;5;379029;190700;18327837;5;2022;2022-5
SMR;5;115;919;17105;5;2022;2022-5
SRB;5;16079;15267;2016921;5;2022;2022-5
SVK;5;19468;17670;2291030;5;2022;2022-5
SVN;5;7791;19707;1024661;5;2022;2022-5
SWE;5;18981;9074;2508714;5;2022;2022-5
TUR;5;98955;53730;15070000;5;2022;2022-5
UKR;5;108538;13140;5011433;5;2022;2022-5
VAT;5;0;0;28;5;2022;2022-5
XKX;5;3139;412;228353;5;2022;2022-5
ALB;1;3497;300;276401;6;2022;2022-6
AND;1;153;173;43067;6;2022;2022-6
ARM;1;8625;43;423006;6;2022;2022-6
AUT;1;16216;19641;4293339;6;2022;2022-6
AZE;1;9713;27;792785;6;2022;2022-6
BEL;1;31260;5946;4152106;6;2022;2022-6
BGR;1;37163;1148;1165807;6;2022;2022-6
BIH;1;15791;110;377998;6;2022;2022-6
BLR;1;6978;0;982867;6;2022;2022-6
CHE;1;13350;27732;3685278;6;2022;2022-6
CZE;1;40232;1411;3917658;6;2022;2022-6
DEU;1;139386;211035;26496611;6;2022;2022-6
DNK;1;5329;3372;2822291;6;2022;2022-6
ESP;1;106946;67909;12470926;6;2022;2022-6
EST;1;2458;781;562614;6;2022;2022-6
FIN;1;6064;9244;1102893;6;2022;2022-6
FRA;1;162479;156673;29704250;6;2022;2022-6
FRO;1;28;0;34658;6;2022;2022-6
GEO;1;16826;575;1657729;6;2022;2022-6
GGY;1;47;0;25579;6;2022;2022-6
GIB;1;102;141;18560;6;2022;2022-6
GRC;1;29930;24964;3472899;6;2022;2022-6
HRV;1;15998;1629;1138039;6;2022;2022-6
HUN;1;45354;1646;1921567;6;2022;2022-6
IMN;1;107;132;33098;6;2022;2022-6
IRL;1;6276;5170;1543057;6;2022;2022-6
ISL;1;114;1159;190627;6;2022;2022-6
ITA;1;168244;84982;17618668;6;2022;2022-6
JEY;1;129;129;50740;6;2022;2022-6
LIE;1;81;96;17437;6;2022;2022-6
LTU;1;9191;757;1401124;6;2022;2022-6
LUX;1;1276;2361;274734;6;2022;2022-6
LVA;1;6451;1026;826960;6;2022;2022-6
MCO;1;57;120;12306;6;2022;2022-6
MDA;1;11544;208;519001;6;2022;2022-6
MKD;1;9309;441;312292;6;2022;2022-6
MLT;1;723;631;95207;6;2022;2022-6
MNE;1;2720;435;237534;6;2022;2022-6
NLD;1;22326;9306;8092915;6;2022;2022-6
NOR;1;3172;1633;1467687;6;2022;2022-6
POL;1;116722;1427;6016836;6;2022;2022-6
PRT;1;23406;165149;4844972;6;2022;2022-6
ROU;1;65687;1978;2910022;6;2022;2022-6
RUS;1;379584;27363;18355200;6;2022;2022-6
SMR;1;115;19;17124;6;2022;2022-6
SRB;1;16088;1688;2018609;6;2022;2022-6
SVK;1;19469;990;2292020;6;2022;2022-6
SVN;1;7794;1711;1026372;6;2022;2022-6
SWE;1;18981;651;2509365;6;2022;2022-6
TUR;1;98969;3722;15073722;6;2022;2022-6
UKR;1;108605;3496;5014929;6;2022;2022-6
VAT;1;0;0;28;6;2022;2022-6
XKX;1;3139;44;228397;6;2022;2022-6
Total general;53;379584;851324;29704250;6;2022;2022-6
