Codigo Pais;deaths month;deaths cumulative month;Cases month;cases cumulative month;month;year;year-month
CHE;3002;7238;142643;459660;12;2020;2020-12
CYP;99;170;13743;24534;12;2020;2020-12
CZE;3978;12461;227357;747132;12;2020;2020-12
DEU;24839;43982;721288;1783652;12;2020;2020-12
DNK;545;983;58157;128833;12;2020;2020-12
ESP;6532;55396;335127;2020533;12;2020;2020-12
EST;134;323;17212;34740;12;2020;2020-12
FIN;202;651;11482;36226;12;2020;2020-12
FRA;19312;72204;420025;2638404;12;2020;2020-12
FRO;0;0;118;620;12;2020;2020-12
GBR;18757;78858;1178143;2839928;12;2020;2020-12
GEO;1361;2628;94179;229763;12;2020;2020-12
GGY;0;13;14;300;12;2020;2020-12
GIB;3;8;1392;2406;12;2020;2020-12
GRC;2555;5002;33699;141912;12;2020;2020-12
HRV;2360;4072;86346;212951;12;2020;2020-12
HUN;5610;10562;111692;328812;12;2020;2020-12
IMN;0;25;5;374;12;2020;2020-12
IRL;231;2086;35468;107907;12;2020;2020-12
ISL;3;29;413;5816;12;2020;2020-12
ITA;19671;79357;554726;2210914;12;2020;2020-12
JEY;12;44;1893;2821;12;2020;2020-12
LIE;26;43;955;2221;12;2020;2020-12
LTU;1532;2523;86661;146808;12;2020;2020-12
LUX;186;461;12425;45922;12;2020;2020-12
LVA;495;728;25522;42497;12;2020;2020-12
MCO;1;3;299;907;12;2020;2020-12
MDA;747;3037;38856;145873;12;2020;2020-12
MKD;799;2530;22481;84024;12;2020;2020-12
MLT;87;220;3330;13079;12;2020;2020-12
MNE;202;689;14314;49195;12;2020;2020-12
NLD;2518;12166;302165;819690;12;2020;2020-12
NOR;108;436;15311;51535;12;2020;2020-12
POL;12153;29179;332541;1294873;12;2020;2020-12
PRT;2706;7223;131925;411325;12;2020;2020-12
ROU;5390;18456;166129;646721;12;2020;2020-12
RUS;19461;58988;990822;3260138;12;2020;2020-12
SMR;17;62;907;2493;12;2020;2020-12
SRB;1776;3325;174656;343870;12;2020;2020-12
SVK;2264;4107;158846;271566;12;2020;2020-12
SVN;1560;3127;50090;125961;12;2020;2020-12
SWE;2927;10085;205102;462659;12;2020;2020-12
TUR;7930;21488;841483;2241912;12;2020;2020-12
UKR;6641;18854;351414;1074093;12;2020;2020-12
VAT;0;0;0;26;12;2020;2020-12
XKX;339;1344;12908;51965;12;2020;2020-12
ALB;187;1380;18689;78127;1;2021;2021-1
AND;17;101;1745;9937;1;2021;2021-1
ARM;220;3084;6868;167088;1;2021;2021-1
AUT;1296;7815;45257;411033;1;2021;2021-1
AZE;399;3132;9954;230219;1;2021;2021-1
BEL;1394;21142;57801;709236;1;2021;2021-1
BGR;1384;9028;15738;218618;1;2021;2021-1
BIH;574;4705;9441;122086;1;2021;2021-1
BLR;267;1718;48374;248336;1;2021;2021-1
CHE;1441;8679;62868;522528;1;2021;2021-1
CYP;84;254;6416;30950;1;2021;2021-1
CZE;4409;16870;241120;988252;1;2021;2021-1
DEU;20144;64126;438086;2221738;1;2021;2021-1
DNK;751;1734;27199;156032;1;2021;2021-1
ESP;11120;66516;841744;2862277;1;2021;2021-1
EST;171;494;15054;49794;1;2021;2021-1
FIN;130;781;8650;44876;1;2021;2021-1
FRA;14971;87175;511294;3149698;1;2021;2021-1
FRO;1;1;34;654;1;2021;2021-1
GBR;31503;110361;1073261;3913189;1;2021;2021-1
GEO;566;3194;28588;258351;1;2021;2021-1
GGY;0;13;239;539;1;2021;2021-1
GIB;69;77;1708;4114;1;2021;2021-1
GRC;823;5825;17006;158918;1;2021;2021-1
HRV;955;5027;19468;232419;1;2021;2021-1
HUN;2613;13175;39855;368667;1;2021;2021-1
IMN;0;25;58;432;1;2021;2021-1
IRL;1373;3459;89394;197301;1;2021;2021-1
ISL;0;29;213;6029;1;2021;2021-1
ITA;12549;91906;384832;2595746;1;2021;2021-1
JEY;22;66;331;3152;1;2021;2021-1
LIE;10;53;278;2499;1;2021;2021-1
LTU;685;3208;31856;178664;1;2021;2021-1
LUX;96;557;3843;49765;1;2021;2021-1
LVA;635;1363;23742;66239;1;2021;2021-1
MCO;10;13;582;1489;1;2021;2021-1
MDA;401;3438;13931;159804;1;2021;2021-1
MKD;325;2855;8669;92693;1;2021;2021-1
MLT;47;267;4821;17900;1;2021;2021-1
MNE;116;805;12464;61659;1;2021;2021-1
NLD;2171;14337;157881;977571;1;2021;2021-1
NOR;121;557;11857;63392;1;2021;2021-1
POL;8115;37294;192508;1487381;1;2021;2021-1
PRT;5566;12789;278565;689890;1;2021;2021-1
ROU;2586;21042;84791;731512;1;2021;2021-1
RUS;14631;73619;607949;3868087;1;2021;2021-1
SMR;5;67;532;3025;1;2021;2021-1
SRB;695;4020;51393;395263;1;2021;2021-1
SVK;2473;6580;142917;414483;1;2021;2021-1
SVN;728;3855;40960;166921;1;2021;2021-1
SWE;2144;12229;112257;574916;1;2021;2021-1
TUR;4505;25993;235551;2477463;1;2021;2021-1
UKR;4080;22934;149786;1223879;1;2021;2021-1
VAT;0;0;0;26;1;2021;2021-1
XKX;154;1498;8253;60218;1;2021;2021-1
ALB;416;1796;29040;107167;2;2021;2021-2
AND;9;110;952;10889;2;2021;2021-2
ARM;111;3195;5128;172216;2;2021;2021-2
AUT;698;8513;44406;455439;2;2021;2021-2
AZE;91;3223;4443;234662;2;2021;2021-2
BEL;956;22098;59428;768664;2;2021;2021-2
BGR;1139;10167;28088;246706;2;2021;2021-2
BIH;391;5096;10052;132138;2;2021;2021-2
BLR;267;1985;39931;288267;2;2021;2021-2
CHE;556;9235;32312;554840;2;2021;2021-2
CYP;45;299;3562;34512;2;2021;2021-2
CZE;4163;21033;252995;1241247;2;2021;2021-2
DEU;9939;74065;224215;2445953;2;2021;2021-2
DNK;236;1970;13462;169494;2;2021;2021-2
ESP;8799;75315;295435;3157712;2;2021;2021-2
EST;173;667;22078;71872;2;2021;2021-2
FIN;106;887;12558;57434;2;2021;2021-2
FRA;11931;99106;497414;3647112;2;2021;2021-2
FRO;0;1;4;658;2;2021;2021-2
GBR;14062;124423;343202;4256391;2;2021;2021-2
GEO;326;3520;12567;270918;2;2021;2021-2
GGY;1;14;282;821;2;2021;2021-2
GIB;16;93;125;4239;2;2021;2021-2
GRC;727;6552;35885;194803;2;2021;2021-2
HRV;499;5526;10547;242966;2;2021;2021-2
HUN;2314;15489;64205;432872;2;2021;2021-2
IMN;0;25;54;486;2;2021;2021-2
IRL;893;4352;22855;220156;2;2021;2021-2
ISL;0;29;47;6076;2;2021;2021-2
ITA;8828;100734;378577;2974323;2;2021;2021-2
JEY;3;69;65;3217;2;2021;2021-2
LIE;2;55;80;2579;2;2021;2021-2
LTU;314;3522;13925;192589;2;2021;2021-2
LUX;85;642;5158;54923;2;2021;2021-2
LVA;405;1768;19945;86184;2;2021;2021-2
MCO;11;24;467;1956;2;2021;2021-2
MDA;511;3949;25649;185453;2;2021;2021-2
MKD;282;3137;10094;102787;2;2021;2021-2
MLT;48;315;4579;22479;2;2021;2021-2
MNE;198;1003;14174;75833;2;2021;2021-2
NLD;1479;15816;110169;1087740;2;2021;2021-2
NOR;65;622;8723;72115;2;2021;2021-2
POL;6628;43922;195885;1683266;2;2021;2021-2
PRT;3555;16344;90362;780252;2;2021;2021-2
ROU;2214;23256;74626;806138;2;2021;2021-2
RUS;12836;86455;389563;4257650;2;2021;2021-2
SMR;7;74;691;3716;2;2021;2021-2
SRB;423;4443;63996;459259;2;2021;2021-2
SVK;2672;9252;143837;558320;2;2021;2021-2
SVN;317;4172;23504;190425;2;2021;2021-2
SWE;792;13021;91180;666096;2;2021;2021-2
TUR;2576;28569;224125;2701588;2;2021;2021-2
UKR;3116;26050;128255;1352134;2;2021;2021-2
VAT;0;0;0;26;2;2021;2021-2
XKX;101;1599;9012;69230;2;2021;2021-2
ALB;414;2210;16967;124134;3;2021;2021-3
AND;5;115;961;11850;3;2021;2021-3
ARM;281;3476;18525;190741;3;2021;2021-3
AUT;651;9164;77969;533408;3;2021;2021-3
AZE;290;3513;22668;257330;3;2021;2021-3
BEL;708;22806;101011;869675;3;2021;2021-3
BGR;2483;12650;81064;327770;3;2021;2021-3
BIH;1232;6328;32793;164931;3;2021;2021-3
BLR;234;2219;30414;318681;3;2021;2021-3
CHE;354;9589;39203;594043;3;2021;2021-3
CYP;26;325;9434;43946;3;2021;2021-3
CZE;5583;26616;277240;1518487;3;2021;2021-3
DEU;4974;79039;338809;2784762;3;2021;2021-3
DNK;53;2023;19224;188718;3;2021;2021-3
ESP;2800;78115;143069;3300781;3;2021;2021-3
EST;276;943;37606;109478;3;2021;2021-3
FIN;122;1009;18129;75563;3;2021;2021-3
FRA;8036;107142;683604;4330716;3;2021;2021-3
FRO;0;1;3;661;3;2021;2021-3
GBR;2841;127264;156729;4413120;3;2021;2021-3
GEO;231;3751;9383;280301;3;2021;2021-3
GGY;0;14;0;821;3;2021;2021-3
GIB;1;94;34;4273;3;2021;2021-3
GRC;1459;8011;65704;260507;3;2021;2021-3
HRV;367;5893;24249;267215;3;2021;2021-3
HUN;5608;21097;208191;641063;3;2021;2021-3
IMN;1;26;1080;1566;3;2021;2021-3
IRL;239;4591;14826;234982;3;2021;2021-3
ISL;0;29;129;6205;3;2021;2021-3
ITA;10585;111319;593252;3567575;3;2021;2021-3
JEY;0;69;8;3225;3;2021;2021-3
LIE;1;56;88;2667;3;2021;2021-3
LTU;247;3769;14111;206700;3;2021;2021-3
LUX;131;773;6036;60959;3;2021;2021-3
LVA;249;2017;14854;101038;3;2021;2021-3
MCO;3;27;303;2259;3;2021;2021-3
MDA;878;4827;41068;226521;3;2021;2021-3
MKD;538;3675;24151;126938;3;2021;2021-3
MLT;72;387;6393;28872;3;2021;2021-3
MNE;242;1245;14250;90083;3;2021;2021-3
NLD;755;16571;163686;1251426;3;2021;2021-3
NOR;34;656;22350;94465;3;2021;2021-3
POL;8154;52076;556066;2239332;3;2021;2021-3
PRT;486;16830;25848;806100;3;2021;2021-3
ROU;3440;26696;137388;943526;3;2021;2021-3
RUS;11578;98033;270893;4528543;3;2021;2021-3
SMR;5;79;640;4356;3;2021;2021-3
SRB;747;5190;126247;585506;3;2021;2021-3
SVK;2278;11530;104370;662690;3;2021;2021-3
SVN;186;4358;22702;213127;3;2021;2021-3
SWE;523;13544;127206;793302;3;2021;2021-3
TUR;2507;31076;506585;3208173;3;2021;2021-3
UKR;6082;32132;300275;1652409;3;2021;2021-3
VAT;0;0;0;26;3;2021;2021-3
XKX;241;1840;18751;87981;3;2021;2021-3
ALB;168;2378;6403;130537;4;2021;2021-4
AND;9;124;1233;13083;4;2021;2021-4
ARM;564;4040;22728;213469;4;2021;2021-4
AUT;785;9949;70274;603682;4;2021;2021-4
AZE;889;4402;56482;313812;4;2021;2021-4
BEL;1077;23883;102860;972535;4;2021;2021-4
BGR;3209;15859;69330;397100;4;2021;2021-4
BIH;1935;8263;30860;195791;4;2021;2021-4
BLR;283;2502;35165;353846;4;2021;2021-4
CHE;326;9915;54804;648847;4;2021;2021-4
CYP;65;390;17509;61455;4;2021;2021-4
CZE;2813;29429;103555;1622042;4;2021;2021-4
DEU;6062;85101;515326;3300088;4;2021;2021-4
DNK;61;2084;16903;205621;4;2021;2021-4
ESP;2220;80335;220444;3521225;4;2021;2021-4
EST;198;1141;11031;120509;4;2021;2021-4
FIN;120;1129;9268;84831;4;2021;2021-4
FRA;8409;115551;838908;5169624;4;2021;2021-4
FRO;0;1;2;663;4;2021;2021-4
GBR;697;127961;76439;4489559;4;2021;2021-4
GEO;292;4043;23971;304272;4;2021;2021-4
GGY;0;14;1;822;4;2021;2021-4
GIB;0;94;10;4283;4;2021;2021-4
GRC;2112;10123;81045;341552;4;2021;2021-4
HRV;961;6854;55404;322619;4;2021;2021-4
HUN;5610;26707;130403;771466;4;2021;2021-4
IMN;3;29;21;1587;4;2021;2021-4
IRL;115;4706;12008;246990;4;2021;2021-4
ISL;0;29;211;6416;4;2021;2021-4
ITA;10771;122090;422168;3989743;4;2021;2021-4
JEY;0;69;8;3233;4;2021;2021-4
LIE;1;57;221;2888;4;2021;2021-4
LTU;290;4059;26154;232854;4;2021;2021-4
LUX;57;830;5668;66627;4;2021;2021-4
LVA;247;2264;14276;115314;4;2021;2021-4
MCO;5;32;180;2439;4;2021;2021-4
MDA;903;5730;22618;249139;4;2021;2021-4
MKD;1002;4677;23650;150588;4;2021;2021-4
MLT;26;413;1299;30171;4;2021;2021-4
MNE;220;1465;6577;96660;4;2021;2021-4
NLD;582;17153;208745;1460171;4;2021;2021-4
NOR;80;736;16894;111359;4;2021;2021-4
POL;13588;65664;494376;2733708;4;2021;2021-4
PRT;122;16952;17221;823321;4;2021;2021-4
ROU;4617;31313;105579;1049105;4;2021;2021-4
RUS;10555;108588;242829;4771372;4;2021;2021-4
SMR;11;90;699;5055;4;2021;2021-4
SRB;1037;6227;94161;679667;4;2021;2021-4
SVK;1202;12732;44684;707374;4;2021;2021-4
SVN;206;4564;24224;237351;4;2021;2021-4
SWE;547;14091;156592;949894;4;2021;2021-4
TUR;7282;38358;1421796;4629969;4;2021;2021-4
UKR;10386;42518;377924;2030333;4;2021;2021-4
VAT;0;0;0;26;4;2021;2021-4
XKX;289;2129;16061;104042;4;2021;2021-4
ALB;72;2450;1772;132309;5;2021;2021-5
AND;3;127;644;13727;5;2021;2021-5
ARM;398;4438;9201;222670;5;2021;2021-5
AUT;445;10394;34610;638292;5;2021;2021-5
AZE;505;4907;20052;333864;5;2021;2021-5
BEL;876;24759;85585;1058120;5;2021;2021-5
BGR;1798;17657;21121;418221;5;2021;2021-5
BIH;952;9215;8187;203978;5;2021;2021-5
BLR;349;2851;40593;394439;5;2021;2021-5
CHE;290;10205;42789;691636;5;2021;2021-5
CYP;71;461;10094;71549;5;2021;2021-5
CZE;920;30349;41188;1663230;5;2021;2021-5
DEU;5823;90924;379252;3679340;5;2021;2021-5
DNK;41;2125;30589;236210;5;2021;2021-5
ESP;1737;82072;192848;3714073;5;2021;2021-5
EST;105;1246;8896;129405;5;2021;2021-5
FIN;103;1232;6445;91276;5;2021;2021-5
FRA;6679;122230;489097;5658721;5;2021;2021-5
FRO;0;1;55;718;5;2021;2021-5
GBR;344;128305;86530;4576089;5;2021;2021-5
GEO;730;4773;39691;343963;5;2021;2021-5
GGY;0;14;1;823;5;2021;2021-5
GIB;0;94;10;4293;5;2021;2021-5
GRC;1978;12101;68492;410044;5;2021;2021-5
HRV;1160;8014;33515;356134;5;2021;2021-5
HUN;1882;28589;33153;804619;5;2021;2021-5
IMN;0;29;6;1593;5;2021;2021-5
IRL;51;4757;14796;261786;5;2021;2021-5
ISL;1;30;156;6572;5;2021;2021-5
ITA;5826;127916;239447;4229190;5;2021;2021-5
JEY;0;69;10;3243;5;2021;2021-5
LIE;1;58;128;3016;5;2021;2021-5
LTU;294;4353;30562;263416;5;2021;2021-5
LUX;41;871;3919;70546;5;2021;2021-5
LVA;295;2559;17782;133096;5;2021;2021-5
MCO;0;32;65;2504;5;2021;2021-5
MDA;374;6104;6006;255145;5;2021;2021-5
MKD;736;5413;4684;155272;5;2021;2021-5
MLT;6;419;359;30530;5;2021;2021-5
MNE;118;1583;2945;99605;5;2021;2021-5
NLD;505;17658;186287;1646458;5;2021;2021-5
NOR;47;783;14004;125363;5;2021;2021-5
POL;8384;74048;110428;2844136;5;2021;2021-5
PRT;59;17011;18232;841553;5;2021;2021-5
ROU;2602;33915;29425;1078530;5;2021;2021-5
RUS;12913;121501;300545;5071917;5;2021;2021-5
SMR;0;90;35;5090;5;2021;2021-5
SRB;627;6854;32557;712224;5;2021;2021-5
SVK;472;13204;19879;727253;5;2021;2021-5
SVN;150;4714;16462;253813;5;2021;2021-5
SWE;450;14541;121042;1070936;5;2021;2021-5
TUR;9047;47405;612942;5242911;5;2021;2021-5
UKR;8018;50536;172161;2202494;5;2021;2021-5
VAT;0;0;0;26;5;2021;2021-5
XKX;115;2244;3363;107405;5;2021;2021-5
ALB;6;2456;203;132512;6;2021;2021-6
AND;0;127;155;13882;6;2021;2021-6
ARM;72;4510;2181;224851;6;2021;2021-6
AUT;82;10476;5790;644082;6;2021;2021-6
AZE;61;4968;1972;335836;6;2021;2021-6
BEL;198;24957;19748;1077868;6;2021;2021-6
BGR;370;18027;3294;421515;6;2021;2021-6
BIH;425;9640;1006;204984;6;2021;2021-6
BLR;271;3122;21341;415780;6;2021;2021-6
CHE;84;10289;7983;699619;6;2021;2021-6
CYP;21;482;2587;74136;6;2021;2021-6
CZE;88;30437;5430;1668660;6;2021;2021-6
DEU;1149;92073;46888;3726228;6;2021;2021-6
DNK;16;2141;11472;247682;6;2021;2021-6
ESP;599;82671;106051;3820124;6;2021;2021-6
EST;16;1262;1439;130844;6;2021;2021-6
FIN;47;1279;2709;93985;6;2021;2021-6
FRA;1588;123818;108552;5767273;6;2021;2021-6
FRO;0;1;54;772;6;2021;2021-6
GBR;362;128667;286378;4862467;6;2021;2021-6
GEO;502;5275;19911;363874;6;2021;2021-6
GGY;0;14;12;835;6;2021;2021-6
GIB;0;94;52;4345;6;2021;2021-6
GRC;589;12690;18069;428113;6;2021;2021-6
HRV;186;8200;3511;359645;6;2021;2021-6
HUN;192;28781;3504;808123;6;2021;2021-6
IMN;0;29;18;1611;6;2021;2021-6
IRL;18;4775;9159;270945;6;2021;2021-6
ISL;0;30;66;6638;6;2021;2021-6
ITA;1050;128966;40580;4269770;6;2021;2021-6
JEY;0;69;213;3456;6;2021;2021-6
LIE;1;59;21;3037;6;2021;2021-6
LTU;64;4417;4042;267458;6;2021;2021-6
LUX;9;880;846;71392;6;2021;2021-6
LVA;124;2683;4112;137208;6;2021;2021-6
MCO;1;33;67;2571;6;2021;2021-6
MDA;80;6184;1414;256559;6;2021;2021-6
MKD;71;5484;401;155673;6;2021;2021-6
MLT;1;420;73;30603;6;2021;2021-6
MNE;26;1609;585;100190;6;2021;2021-6
NLD;102;17760;36413;1682871;6;2021;2021-6
NOR;9;792;5609;130972;6;2021;2021-6
POL;1253;75301;7266;2851402;6;2021;2021-6
PRT;63;17074;27124;868677;6;2021;2021-6
ROU;348;34263;2934;1081464;6;2021;2021-6
RUS;12392;133893;401024;5472941;6;2021;2021-6
SMR;0;90;2;5092;6;2021;2021-6
SRB;177;7031;4077;716301;6;2021;2021-6
SVK;83;13287;3357;730610;6;2021;2021-6
SVN;49;4763;3527;257340;6;2021;2021-6
SWE;87;14628;18319;1089255;6;2021;2021-6
TUR;2171;49576;166116;5409027;6;2021;2021-6
UKR;1759;52295;31787;2234281;6;2021;2021-6
VAT;0;0;0;26;6;2021;2021-6
XKX;14;2258;334;107739;6;2021;2021-6
ALB;0;2456;345;132857;7;2021;2021-7
AND;0;127;695;14577;7;2021;2021-7
ARM;80;4590;4059;228910;7;2021;2021-7
AUT;20;10496;6452;650534;7;2021;2021-7
AZE;38;5006;4607;340443;7;2021;2021-7
BEL;48;25005;31512;1109380;7;2021;2021-7
BGR;166;18193;2114;423629;7;2021;2021-7
BIH;35;9675;498;205482;7;2021;2021-7
BLR;281;3403;25576;441356;7;2021;2021-7
CHE;43;10332;11618;711237;7;2021;2021-7
CYP;32;514;25964;100100;7;2021;2021-7
CZE;16;30453;5343;1674003;7;2021;2021-7
DEU;287;92360;31717;3757945;7;2021;2021-7
DNK;10;2151;19424;267106;7;2021;2021-7
ESP;733;83404;576892;4397016;7;2021;2021-7
EST;2;1264;1548;132392;7;2021;2021-7
FIN;44;1323;8053;102038;7;2021;2021-7
FRA;645;124463;215317;5982590;7;2021;2021-7
FRO;0;1;201;973;7;2021;2021-7
GBR;1282;129949;990641;5853108;7;2021;2021-7
GEO;439;5714;40149;404023;7;2021;2021-7
GGY;1;15;94;929;7;2021;2021-7
GIB;0;94;454;4799;7;2021;2021-7
GRC;229;12919;54857;482970;7;2021;2021-7
HRV;45;8245;2969;362614;7;2021;2021-7
HUN;27;28808;1220;809343;7;2021;2021-7
IMN;0;29;2583;4194;7;2021;2021-7
IRL;20;4795;22135;293080;7;2021;2021-7
ISL;0;30;659;7297;7;2021;2021-7
ITA;326;129292;64829;4334599;7;2021;2021-7
JEY;0;69;4403;7859;7;2021;2021-7
LIE;0;59;41;3078;7;2021;2021-7
LTU;17;4434;2272;269730;7;2021;2021-7
LUX;13;893;3235;74627;7;2021;2021-7
LVA;30;2713;1271;138479;7;2021;2021-7
MCO;0;33;214;2785;7;2021;2021-7
MDA;59;6243;2065;258624;7;2021;2021-7
MKD;7;5491;413;156086;7;2021;2021-7
MLT;1;421;3062;33665;7;2021;2021-7
MNE;15;1624;940;101130;7;2021;2021-7
NLD;61;17821;159997;1842868;7;2021;2021-7
NOR;7;799;5170;136142;7;2021;2021-7
POL;267;75568;2546;2853948;7;2021;2021-7
PRT;218;17292;83287;951964;7;2021;2021-7
ROU;67;34330;1737;1083201;7;2021;2021-7
RUS;20708;154601;676839;6149780;7;2021;2021-7
SMR;0;90;24;5116;7;2021;2021-7
SRB;73;7104;3811;720112;7;2021;2021-7
SVK;20;13307;996;731606;7;2021;2021-7
SVN;10;4773;1414;258754;7;2021;2021-7
SWE;16;14644;7928;1097183;7;2021;2021-7
TUR;1303;50879;178351;5587378;7;2021;2021-7
UKR;554;52849;14382;2248663;7;2021;2021-7
VAT;0;0;0;26;7;2021;2021-7
XKX;7;2265;278;108017;7;2021;2021-7
ALB;36;2492;11990;144847;8;2021;2021-8
AND;3;130;455;15032;8;2021;2021-8
ARM;240;4830;12701;241611;8;2021;2021-8
AUT;55;10551;30320;680854;8;2021;2021-8
AZE;547;5553;77553;417996;8;2021;2021-8
BEL;139;25144;64824;1174204;8;2021;2021-8
BGR;512;18705;27519;451148;8;2021;2021-8
BIH;117;9792;7897;213379;8;2021;2021-8
BLR;365;3768;39008;480364;8;2021;2021-8
CHE;100;10432;62346;773583;8;2021;2021-8
CYP;120;634;15278;115378;8;2021;2021-8
CZE;30;30483;6299;1680302;8;2021;2021-8
DEU;477;92837;184062;3942007;8;2021;2021-8
DNK;38;2189;30452;297558;8;2021;2021-8
ESP;3406;86810;488329;4885345;8;2021;2021-8
EST;19;1283;9106;141498;8;2021;2021-8
FIN;98;1421;23246;125284;8;2021;2021-8
FRA;2759;127222;753251;6735841;8;2021;2021-8
FRO;1;2;27;1000;8;2021;2021-8
GBR;3436;133385;1069710;6922818;8;2021;2021-8
GEO;1537;7251;139095;543118;8;2021;2021-8
GGY;3;18;308;1237;8;2021;2021-8
GIB;3;97;539;5338;8;2021;2021-8
GRC;792;13711;104716;587686;8;2021;2021-8
HRV;80;8325;10570;373184;8;2021;2021-8
HUN;36;28844;2965;812308;8;2021;2021-8
IMN;0;29;2458;6652;8;2021;2021-8
IRL;81;4876;54336;347416;8;2021;2021-8
ISL;3;33;3401;10698;8;2021;2021-8
ITA;1158;130450;216276;4550875;8;2021;2021-8
JEY;8;77;1431;9290;8;2021;2021-8
LIE;0;59;187;3265;8;2021;2021-8
LTU;219;4653;16825;286555;8;2021;2021-8
LUX;7;900;2497;77124;8;2021;2021-8
LVA;28;2741;3838;142317;8;2021;2021-8
MCO;2;35;398;3183;8;2021;2021-8
MDA;151;6394;8364;266988;8;2021;2021-8
MKD;378;5869;19244;175330;8;2021;2021-8
MLT;19;440;2421;36086;8;2021;2021-8
MNE;92;1716;13234;114364;8;2021;2021-8
NLD;213;18034;93289;1936157;8;2021;2021-8
NOR;15;814;22245;158387;8;2021;2021-8
POL;106;75674;6201;2860149;8;2021;2021-8
PRT;424;17716;84044;1036008;8;2021;2021-8
ROU;289;34619;15529;1098730;8;2021;2021-8
RUS;27036;181637;733047;6882827;8;2021;2021-8
SMR;0;90;205;5321;8;2021;2021-8
SRB;162;7266;37505;757617;8;2021;2021-8
SVK;24;13331;2906;734512;8;2021;2021-8
SVN;21;4794;7987;266741;8;2021;2021-8
SWE;49;14693;27034;1124217;8;2021;2021-8
TUR;5334;56213;759503;6346881;8;2021;2021-8
UKR;889;53738;36277;2284940;8;2021;2021-8
VAT;0;0;0;26;8;2021;2021-8
XKX;212;2477;35586;143603;8;2021;2021-8
ALB;148;2640;23046;167893;9;2021;2021-9
AND;0;130;157;15189;9;2021;2021-9
ARM;421;5251;16934;258545;9;2021;2021-9
AUT;206;10757;50877;731731;9;2021;2021-9
AZE;904;6457;62847;480843;9;2021;2021-9
BEL;181;25325;55643;1229847;9;2021;2021-9
BGR;1744;20449;41217;492365;9;2021;2021-9
BIH;716;10508;18858;232237;9;2021;2021-9
BLR;334;4102;51785;532149;9;2021;2021-9
CHE;186;10618;59341;832924;9;2021;2021-9
CYP;45;679;4063;119441;9;2021;2021-9
CZE;36;30519;10706;1691008;9;2021;2021-9
DEU;1450;94287;261501;4203508;9;2021;2021-9
DNK;62;2251;10884;308442;9;2021;2021-9
ESP;1543;88353;89768;4975113;9;2021;2021-9
EST;58;1341;12423;153921;9;2021;2021-9
FIN;94;1515;12664;137948;9;2021;2021-9
FRA;2269;129491;257030;6992871;9;2021;2021-9
FRO;0;2;127;1127;9;2021;2021-9
GBR;3818;137203;954893;7877711;9;2021;2021-9
GEO;1593;8844;64037;607155;9;2021;2021-9
GGY;1;19;342;1579;9;2021;2021-9
GIB;0;97;176;5514;9;2021;2021-9
GRC;1016;14727;61552;649238;9;2021;2021-9
HRV;270;8595;26700;399884;9;2021;2021-9
HUN;132;28976;9033;821341;9;2021;2021-9
IMN;22;51;803;7455;9;2021;2021-9
IRL;162;5038;38195;385611;9;2021;2021-9
ISL;0;33;1014;11712;9;2021;2021-9
ITA;1528;131978;125876;4676751;9;2021;2021-9
JEY;1;78;698;9988;9;2021;2021-9
LIE;1;60;181;3446;9;2021;2021-9
LTU;439;5092;27516;314071;9;2021;2021-9
LUX;7;907;2462;79586;9;2021;2021-9
LVA;138;2879;12467;154784;9;2021;2021-9
MCO;0;35;120;3303;9;2021;2021-9
MDA;301;6695;22037;289025;9;2021;2021-9
MKD;725;6594;14557;189887;9;2021;2021-9
MLT;17;457;1001;37087;9;2021;2021-9
MNE;179;1895;15284;129648;9;2021;2021-9
NLD;143;18177;60007;1996164;9;2021;2021-9
NOR;36;850;29009;187396;9;2021;2021-9
POL;229;75903;15272;2875421;9;2021;2021-9
PRT;224;17940;34757;1070765;9;2021;2021-9
ROU;2140;36759;105471;1204201;9;2021;2021-9
RUS;22263;203900;538086;7420913;9;2021;2021-9
SMR;1;91;107;5428;9;2021;2021-9
SRB;785;8051;153449;911066;9;2021;2021-9
SVK;129;13460;16266;750778;9;2021;2021-9
SVN;110;4904;23327;290068;9;2021;2021-9
SWE;168;14861;25769;1149986;9;2021;2021-9
TUR;6725;62938;666758;7013639;9;2021;2021-9
UKR;1982;55720;110464;2395404;9;2021;2021-9
VAT;0;0;0;26;9;2021;2021-9
XKX;462;2939;16290;159893;9;2021;2021-9
ALB;284;2924;17407;185300;10;2021;2021-10
AND;0;130;327;15516;10;2021;2021-10
ARM;1128;6379;50852;309397;10;2021;2021-10
AUT;358;11115;99167;830898;10;2021;2021-10
AZE;617;7074;50527;531370;10;2021;2021-10
BEL;466;25791;145932;1375779;10;2021;2021-10
BGR;3469;23918;108670;601035;10;2021;2021-10
BIH;1099;11607;22111;254348;10;2021;2021-10
BLR;544;4646;69909;602058;10;2021;2021-10
CHE;199;10817;40486;873410;10;2021;2021-10
CYP;27;706;4234;123675;10;2021;2021-10
CZE;345;30864;76075;1767083;10;2021;2021-10
DEU;2714;97001;414585;4618093;10;2021;2021-10
DNK;72;2323;32716;341158;10;2021;2021-10
ESP;669;89022;58938;5034051;10;2021;2021-10
EST;190;1531;41481;195402;10;2021;2021-10
FIN;176;1691;19582;157530;10;2021;2021-10
FRA;1222;130713;171630;7164501;10;2021;2021-10
FRO;1;3;1085;2212;10;2021;2021-10
