 Pais;deaths month;deaths cumulative month;Cases month;cases cumulative month;month;year;year-month;Inflation Rate;inmigracion
Ukraine;5678;105881;767500;4831995;2;2022;2022-2;;
Albania;27;3491;1905;273432;3;2022;2022-3;;
Andorra;2;153;1714;39713;3;2022;2022-3;;
Armenia;149;8610;2636;422468;3;2022;2022-3;;
Austria;1026;15354;1081125;3770184;3;2022;2022-3;;
Azerbaijan;281;9681;6449;791750;3;2022;2022-3;;
Belarus;305;6785;39540;959276;3;2022;2022-3;;
Belgium;545;30251;252353;3805573;3;2022;2022-3;;
Bosnia And Herzegovina;247;15706;3852;375054;3;2022;2022-3;;
Bulgaria;971;36429;45306;1133102;3;2022;2022-3;;
Croatia;490;15520;39463;1094052;3;2022;2022-3;;
Cyprus;72;1036;90349;410773;3;2022;2022-3;;
Czechia;863;39570;211952;3787359;3;2022;2022-3;;
Denmark;717;4601;261872;2736157;3;2022;2022-3;;
Estonia;190;2329;57847;537245;3;2022;2022-3;;
Faroe Islands;0;28;421;34658;3;2022;2022-3;;
Finland;882;4248;199774;883632;3;2022;2022-3;;
France;3639;155522;2283544;25021502;3;2022;2022-3;;
Georgia;557;16720;41073;1646545;3;2022;2022-3;;
Germany;6378;131735;5701832;20549393;3;2022;2022-3;;
Gibraltar;0;101;1282;16710;3;2022;2022-3;;
Greece;1524;27393;529484;2938274;3;2022;2022-3;;
Guernsey;0;31;7282;20785;3;2022;2022-3;;
Holy See;0;0;2;28;3;2022;2022-3;;
Hungary;1278;44235;57036;1844661;3;2022;2022-3;;
Iceland;28;90;57190;179629;3;2022;2022-3;;
Ireland;133;5958;142964;1443670;3;2022;2022-3;;
Isle Of Man;2;82;5021;27767;3;2022;2022-3;;
Italy;4045;160534;1649746;14509383;3;2022;2022-3;;
Jersey;7;119;7647;45146;3;2022;2022-3;;
Kosovo;18;3132;1129;227377;3;2022;2022-3;;
Latvia;439;6123;141116;790618;3;2022;2022-3;;
Liechtenstein;4;81;4105;15994;3;2022;2022-3;;
Lithuania;213;9113;133921;1346453;3;2022;2022-3;;
Luxembourg;68;1162;31883;230034;3;2022;2022-3;;
Malta;27;631;5867;77096;3;2022;2022-3;;
Moldova;201;11417;10802;512602;3;2022;2022-3;;
Monaco;3;54;1119;10530;3;2022;2022-3;;
Montenegro;23;2699;2712;232832;3;2022;2022-3;;
Netherlands;373;22009;1421003;7753382;3;2022;2022-3;;
North Macedonia;207;9208;8033;305114;3;2022;2022-3;;
Norway;741;2339;151694;1399322;3;2022;2022-3;;
Poland;3512;115202;278543;5951823;3;2022;2022-3;;
Portugal;577;21640;328142;3711497;3;2022;2022-3;;
Romania;1249;65056;107854;2842817;3;2022;2022-3;;
Russia;16026;367686;1385807;17783843;3;2022;2022-3;;
San Marino;1;113;812;15181;3;2022;2022-3;;
Serbia;569;15768;62555;1970827;3;2022;2022-3;;
Slovakia;539;19280;272644;2178589;3;2022;2022-3;;
Slovenia;293;7428;65530;958498;3;2022;2022-3;;
Spain;1607;103452;455724;11562731;3;2022;2022-3;;
Sweden;828;18411;38200;2484997;3;2022;2022-3;;
Switzerland;349;13000;664001;3453872;3;2022;2022-3;;
Turkey;3774;97800;826179;14800677;3;2022;2022-3;;
Ukraine;1980;107861;127087;4959082;3;2022;2022-3;;
Albania;5;3496;1396;274828;4;2022;2022-4;;
Andorra;0;153;1300;41013;4;2022;2022-4;;
Armenia;12;8622;357;422825;4;2022;2022-4;;
Austria;698;16052;360765;4130949;4;2022;2022-4;;
Azerbaijan;26;9707;746;792496;4;2022;2022-4;;
Belarus;143;6928;18686;977962;4;2022;2022-4;;
Belgium;619;30870;227193;4032766;4;2022;2022-4;;
Bosnia And Herzegovina;56;15762;1787;376841;4;2022;2022-4;;
Bulgaria;420;36849;19790;1152892;4;2022;2022-4;;
Croatia;262;15782;23676;1117728;4;2022;2022-4;;
Cyprus;92;1128;58690;469463;4;2022;2022-4;;
Czechia;490;40060;105463;3892822;4;2022;2022-4;;
Denmark;499;5100;60064;2796221;4;2022;2022-4;;
Estonia;86;2415;18113;555358;4;2022;2022-4;;
Faroe Islands;0;28;0;34658;4;2022;2022-4;;
Finland;1031;5279;137337;1020969;4;2022;2022-4;;
France;3510;159032;3318505;28340007;4;2022;2022-4;;
Georgia;80;16800;7768;1654313;4;2022;2022-4;;
Germany;5215;136950;3781759;24331152;4;2022;2022-4;;
Gibraltar;1;102;996;17706;4;2022;2022-4;;
Greece;1607;29000;348925;3287199;4;2022;2022-4;;
Guernsey;12;43;3416;24201;4;2022;2022-4;;
Holy See;0;0;0;28;4;2022;2022-4;;
Hungary;730;44965;49698;1894359;4;2022;2022-4;;
Iceland;23;113;6387;186016;4;2022;2022-4;;
Ireland;213;6171;70063;1513733;4;2022;2022-4;;
Isle Of Man;16;98;3899;31666;4;2022;2022-4;;
Italy;4004;164538;1791962;16301345;4;2022;2022-4;;
Jersey;5;124;4429;49575;4;2022;2022-4;;
Kosovo;6;3138;564;227941;4;2022;2022-4;;
Latvia;236;6359;26695;817313;4;2022;2022-4;;
Liechtenstein;0;81;989;16983;4;2022;2022-4;;
Lithuania;61;9174;45950;1392403;4;2022;2022-4;;
Luxembourg;71;1233;27376;257410;4;2022;2022-4;;
Malta;57;688;13496;90592;4;2022;2022-4;;
Moldova;70;11487;4262;516864;4;2022;2022-4;;
Monaco;3;57;1102;11632;4;2022;2022-4;;
Montenegro;14;2713;1928;234760;4;2022;2022-4;;
Netherlands;232;22241;285542;8038924;4;2022;2022-4;;
North Macedonia;68;9276;4094;309208;4;2022;2022-4;;
Norway;532;2871;48947;1448269;4;2022;2022-4;;
Poland;1120;116322;47803;5999626;4;2022;2022-4;;
Portugal;572;22212;266375;3977872;4;2022;2022-4;;
Romania;421;65477;45513;2888330;4;2022;2022-4;;
Russia;7216;374902;353294;18137137;4;2022;2022-4;;
San Marino;1;114;1005;16186;4;2022;2022-4;;
Serbia;188;15956;30827;2001654;4;2022;2022-4;;
Slovakia;146;19426;94771;2273360;4;2022;2022-4;;
Slovenia;223;7651;46456;1004954;4;2022;2022-4;;
Spain;1289;104741;309928;11872659;4;2022;2022-4;;
Sweden;381;18792;14643;2499640;4;2022;2022-4;;
Switzerland;170;13170;148617;3602489;4;2022;2022-4;;
Turkey;876;98676;215593;15016270;4;2022;2022-4;;
Ukraine;465;108326;39211;4998293;4;2022;2022-4;;
Albania;1;3497;1273;276101;5;2022;2022-5;;
Andorra;0;153;1881;42894;5;2022;2022-5;;
Armenia;3;8625;138;422963;5;2022;2022-5;;
Austria;160;16212;142749;4273698;5;2022;2022-5;;
Azerbaijan;6;9713;262;792758;5;2022;2022-5;;
Belarus;50;6978;4905;982867;5;2022;2022-5;;
Belgium;351;31221;113394;4146160;5;2022;2022-5;;
Bosnia And Herzegovina;25;15787;1047;377888;5;2022;2022-5;;
Bulgaria;284;37133;11767;1164659;5;2022;2022-5;;
Croatia;201;15983;18682;1136410;5;2022;2022-5;;
Cyprus;45;1173;11742;481205;5;2022;2022-5;;
Czechia;166;40226;23425;3916247;5;2022;2022-5;;
Denmark;203;5303;22698;2818919;5;2022;2022-5;;
Estonia;33;2448;6475;561833;5;2022;2022-5;;
Faroe Islands;0;28;0;34658;5;2022;2022-5;;
Finland;783;6062;72680;1093649;5;2022;2022-5;;
France;3116;162148;1207570;29547577;5;2022;2022-5;;
Georgia;25;16825;2841;1657154;5;2022;2022-5;;
Germany;2373;139323;1954424;26285576;5;2022;2022-5;;
Gibraltar;0;102;713;18419;5;2022;2022-5;;
Greece;840;29840;160736;3447935;5;2022;2022-5;;
Guernsey;4;47;1378;25579;5;2022;2022-5;;
Holy See;0;0;0;28;5;2022;2022-5;;
Hungary;379;45344;25562;1919921;5;2022;2022-5;;
Iceland;1;114;3452;189468;5;2022;2022-5;;
Ireland;94;6265;24154;1537887;5;2022;2022-5;;
Isle Of Man;8;106;1300;32966;5;2022;2022-5;;
Italy;3514;168052;1232341;17533686;5;2022;2022-5;;
Jersey;5;129;1036;50611;5;2022;2022-5;;
Kosovo;1;3139;412;228353;5;2022;2022-5;;
Latvia;81;6440;8621;825934;5;2022;2022-5;;
Liechtenstein;0;81;358;17341;5;2022;2022-5;;
Lithuania;16;9190;7964;1400367;5;2022;2022-5;;
Luxembourg;43;1276;14963;272373;5;2022;2022-5;;
Malta;33;721;3984;94576;5;2022;2022-5;;
Moldova;34;11521;1929;518793;5;2022;2022-5;;
Monaco;0;57;554;12186;5;2022;2022-5;;
Montenegro;7;2720;2339;237099;5;2022;2022-5;;
Netherlands;83;22324;44685;8083609;5;2022;2022-5;;
North Macedonia;27;9303;2643;311851;5;2022;2022-5;;
Norway;270;3141;17785;1466054;5;2022;2022-5;;
Poland;364;116686;15783;6015409;5;2022;2022-5;;
Portugal;903;23115;701951;4679823;5;2022;2022-5;;
Romania;201;65678;19714;2908044;5;2022;2022-5;;
Russia;4127;379029;190700;18327837;5;2022;2022-5;;
San Marino;1;115;919;17105;5;2022;2022-5;;
Serbia;123;16079;15267;2016921;5;2022;2022-5;;
Slovakia;42;19468;17670;2291030;5;2022;2022-5;;
Slovenia;140;7791;19707;1024661;5;2022;2022-5;;
Spain;2011;106752;530358;12403017;5;2022;2022-5;;
Sweden;189;18981;9074;2508714;5;2022;2022-5;;
Switzerland;89;13259;55057;3657546;5;2022;2022-5;;
Turkey;279;98955;53730;15070000;5;2022;2022-5;;
Ukraine;212;108538;13140;5011433;5;2022;2022-5;;
Albania;0;3497;300;276401;6;2022;2022-6;;
Andorra;0;153;173;43067;6;2022;2022-6;;
Armenia;0;8625;43;423006;6;2022;2022-6;;
Austria;4;16216;19641;4293339;6;2022;2022-6;;
Azerbaijan;0;9713;27;792785;6;2022;2022-6;;
Belarus;0;6978;0;982867;6;2022;2022-6;;
Belgium;39;31260;5946;4152106;6;2022;2022-6;;
Bosnia And Herzegovina;4;15791;110;377998;6;2022;2022-6;;
Bulgaria;30;37163;1148;1165807;6;2022;2022-6;;
Croatia;15;15998;1629;1138039;6;2022;2022-6;;
Czechia;6;40232;1411;3917658;6;2022;2022-6;;
Denmark;26;5329;3372;2822291;6;2022;2022-6;;
Estonia;10;2458;781;562614;6;2022;2022-6;;
Faroe Islands;0;28;0;34658;6;2022;2022-6;;
Finland;2;6064;9244;1102893;6;2022;2022-6;;
France;331;162479;156673;29704250;6;2022;2022-6;;
Georgia;1;16826;575;1657729;6;2022;2022-6;;
Germany;63;139386;211035;26496611;6;2022;2022-6;;
Gibraltar;0;102;141;18560;6;2022;2022-6;;
Greece;90;29930;24964;3472899;6;2022;2022-6;;
Guernsey;0;47;0;25579;6;2022;2022-6;;
Holy See;0;0;0;28;6;2022;2022-6;;
Hungary;10;45354;1646;1921567;6;2022;2022-6;;
Iceland;0;114;1159;190627;6;2022;2022-6;;
Ireland;11;6276;5170;1543057;6;2022;2022-6;;
Isle Of Man;1;107;132;33098;6;2022;2022-6;;
Italy;192;168244;84982;17618668;6;2022;2022-6;;
Jersey;0;129;129;50740;6;2022;2022-6;;
Kosovo;0;3139;44;228397;6;2022;2022-6;;
Latvia;11;6451;1026;826960;6;2022;2022-6;;
Liechtenstein;0;81;96;17437;6;2022;2022-6;;
Lithuania;1;9191;757;1401124;6;2022;2022-6;;
Luxembourg;0;1276;2361;274734;6;2022;2022-6;;
Malta;2;723;631;95207;6;2022;2022-6;;
Moldova;23;11544;208;519001;6;2022;2022-6;;
Monaco;0;57;120;12306;6;2022;2022-6;;
Montenegro;0;2720;435;237534;6;2022;2022-6;;
Netherlands;2;22326;9306;8092915;6;2022;2022-6;;
North Macedonia;6;9309;441;312292;6;2022;2022-6;;
Norway;31;3172;1633;1467687;6;2022;2022-6;;
Poland;36;116722;1427;6016836;6;2022;2022-6;;
Portugal;291;23406;165149;4844972;6;2022;2022-6;;
Romania;9;65687;1978;2910022;6;2022;2022-6;;
Russia;555;379584;27363;18355200;6;2022;2022-6;;
San Marino;0;115;19;17124;6;2022;2022-6;;
Serbia;9;16088;1688;2018609;6;2022;2022-6;;
Slovakia;1;19469;990;2292020;6;2022;2022-6;;
Slovenia;3;7794;1711;1026372;6;2022;2022-6;;
Spain;194;106946;67909;12470926;6;2022;2022-6;;
Sweden;0;18981;651;2509365;6;2022;2022-6;;
Switzerland;91;13350;27732;3685278;6;2022;2022-6;;
Turkey;14;98969;3722;15073722;6;2022;2022-6;;
Ukraine;67;108605;3496;5014929;6;2022;2022-6;;
